datetime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO_lag_1,CO_lag_2,CO_lag_3,CO_lag_24,NO2_lag_1,NO2_lag_2,NO2_lag_3,NO2_lag_24,hour,day_of_week,month
2004-08-09 01:00:00,1.1,967.0,275.0,6.3,824.0,40.0,774.0,51.0,1637.0,862.0,25.5,61.6,1.9804,1.2,1.7,1.9,1.1,57.0,89.0,93.0,55.0,1,0,8
2004-08-09 02:00:00,0.8,901.0,275.0,4.4,733.0,27.0,888.0,39.0,1605.0,755.0,24.9,63.5,1.9647,1.1,1.2,1.7,0.8,51.0,57.0,89.0,39.0,2,0,8
2004-08-09 03:00:00,0.5,835.0,275.0,2.8,638.0,25.0,997.0,34.5,1526.0,715.0,24.3,65.1,1.9475,0.8,1.1,1.2,0.9,39.0,51.0,57.0,36.0,3,0,8
2004-08-09 04:00:00,0.6,820.0,275.0,2.2,598.0,23.0,1065.0,30.0,1511.0,684.0,23.8,65.7,1.9079,0.5,0.8,1.1,0.6,34.5,39.0,51.0,33.0,4,0,8
2004-08-09 05:00:00,0.7,896.0,275.0,3.7,694.0,58.0,941.0,46.0,1583.0,853.0,23.2,68.0,1.9045,0.6,0.5,0.8,0.6,30.0,34.5,39.0,29.0,5,0,8
2004-08-09 06:00:00,1.2,996.0,275.0,7.4,872.0,87.0,756.0,55.0,1727.0,990.0,23.2,67.5,1.899,0.7,0.6,0.5,0.7,46.0,30.0,34.5,36.0,6,0,8
2004-08-09 07:00:00,2.3,1159.0,275.0,15.1,1151.0,143.0,579.0,63.0,2005.0,1206.0,24.3,63.3,1.8929,1.2,0.7,0.6,0.6,55.0,46.0,30.0,38.0,7,0,8
2004-08-09 08:00:00,2.5,1185.0,275.0,15.1,1152.0,96.0,578.0,42.0,2003.0,1274.0,25.5,59.7,1.9193,2.3,1.2,0.7,1.0,63.0,55.0,46.0,47.0,8,0,8
2004-08-09 09:00:00,2.4,1168.0,275.0,14.7,1138.0,16.0,585.0,5.0,1946.0,1336.0,27.7,52.5,1.9138,2.5,2.3,1.2,1.2,42.0,63.0,55.0,64.0,9,0,8
2004-08-09 10:00:00,1.4,1044.0,275.0,9.8,970.0,54.0,715.0,39.0,1751.0,1068.0,31.8,38.9,1.8005,2.4,2.5,2.3,1.0,5.0,42.0,63.0,49.0,10,0,8
2004-08-09 11:00:00,1.2,983.0,275.0,8.0,897.0,42.0,800.0,39.0,1608.0,804.0,32.7,34.1,1.6592,1.4,2.4,2.5,1.3,39.0,5.0,42.0,64.0,11,0,8
2004-08-09 12:00:00,1.6,1032.0,275.0,8.3,912.0,72.0,764.0,71.0,1661.0,826.0,34.3,31.5,1.6745,1.2,1.4,2.4,1.4,39.0,39.0,5.0,79.0,12,0,8
2004-08-09 13:00:00,1.4,1019.0,275.0,7.7,889.0,54.0,787.0,65.0,1630.0,745.0,34.2,31.5,1.6675,1.6,1.2,1.4,0.8,71.0,39.0,39.0,45.0,13,0,8
2004-08-09 14:00:00,1.2,982.0,275.0,6.7,844.0,52.0,835.0,71.0,1567.0,638.0,33.9,32.3,1.6809,1.4,1.6,1.2,0.6,65.0,71.0,39.0,30.0,14,0,8
2004-08-09 15:00:00,1.5,1016.0,275.0,7.5,880.0,64.0,783.0,72.0,1617.0,684.0,34.4,31.9,1.7005,1.2,1.4,1.6,0.7,71.0,65.0,71.0,35.0,15,0,8
2004-08-09 16:00:00,1.4,1031.0,275.0,7.72,889.0,70.0,772.4,76.0,1630.6,751.2,33.48,33.86,1.7037399999999998,1.5,1.2,1.4,0.8,72.0,71.0,65.0,37.0,16,0,8
2004-08-09 17:00:00,1.5,1046.0,275.0,7.9399999999999995,898.0,65.0,761.8,75.0,1644.2,818.4,32.56,35.82,1.70698,1.4,1.5,1.2,0.9,76.0,72.0,71.0,46.0,17,0,8
2004-08-09 18:00:00,1.7,1061.0,275.0,8.16,907.0,80.0,751.2,86.0,1657.8,885.6,31.64,37.78,1.7102199999999999,1.5,1.4,1.5,1.0,75.0,76.0,72.0,54.0,18,0,8
2004-08-09 19:00:00,2.2,1076.0,275.0,8.379999999999999,916.0,88.0,740.6,96.0,1671.4,952.8,30.72,39.74,1.71346,1.7,1.5,1.4,1.5,86.0,75.0,76.0,79.0,19,0,8
2004-08-09 20:00:00,1.9,1091.0,275.0,8.6,925.0,81.0,730.0,95.0,1685.0,1020.0,29.8,41.7,1.7167,2.2,1.7,1.5,1.5,96.0,86.0,75.0,79.0,20,0,8
2004-08-09 21:00:00,1.6,1109.0,275.0,9.7,965.0,59.0,696.0,74.0,1742.0,1100.0,28.8,45.9,1.7884,1.9,2.2,1.7,1.7,95.0,96.0,86.0,98.0,21,0,8
2004-08-09 22:00:00,1.5,1098.0,275.0,9.1,944.0,69.0,687.0,76.0,1772.0,1086.0,28.2,51.1,1.9221,1.6,1.9,2.2,1.9,74.0,95.0,96.0,93.0,22,0,8
2004-08-09 23:00:00,1.4,1088.0,275.0,9.1,945.0,58.0,674.0,66.0,1765.0,1060.0,27.5,54.4,1.9705,1.5,1.6,1.9,1.7,76.0,74.0,95.0,89.0,23,0,8
2004-08-10 00:00:00,1.0,1035.0,275.0,7.0,859.0,33.0,732.0,49.0,1680.0,996.0,27.4,55.0,1.9827,1.4,1.5,1.6,1.2,66.0,76.0,74.0,57.0,0,1,8
2004-08-10 01:00:00,0.7,942.0,275.0,4.9,758.0,17.0,824.0,29.0,1567.0,856.0,28.1,51.6,1.9269,1.0,1.4,1.5,1.1,49.0,66.0,76.0,51.0,1,1,8
2004-08-10 02:00:00,0.5,902.0,275.0,3.5,680.0,6.0,919.0,11.0,1535.0,722.0,26.3,56.5,1.9027,0.7,1.0,1.4,0.8,29.0,49.0,66.0,39.0,2,1,8
2004-08-10 03:00:00,0.5,919.0,275.0,3.9,704.0,13.0,861.0,18.0,1603.0,860.0,24.4,65.0,1.9612,0.5,0.7,1.0,0.5,11.0,29.0,49.0,34.5,3,1,8
2004-08-10 04:00:00,0.5,875.0,275.0,3.2,665.0,20.0,919.0,25.0,1559.0,772.0,24.4,63.6,1.9218,0.5,0.5,0.7,0.6,18.0,11.0,29.0,30.0,4,1,8
2004-08-10 05:00:00,0.7,927.0,275.0,4.7,747.0,58.0,830.0,34.0,1633.0,910.0,23.5,67.4,1.9305,0.5,0.5,0.5,0.7,25.0,18.0,11.0,46.0,5,1,8
2004-08-10 06:00:00,1.2,1032.0,275.0,7.6,883.0,106.0,718.0,42.0,1742.0,1051.0,23.4,65.7,1.872,0.7,0.5,0.5,1.2,34.0,25.0,18.0,55.0,6,1,8
2004-08-10 07:00:00,2.2,1193.0,275.0,14.7,1139.0,143.0,563.0,47.0,2009.0,1257.0,24.5,61.3,1.8522,1.2,0.7,0.5,2.3,42.0,34.0,25.0,63.0,7,1,8
2004-08-10 08:00:00,2.9,1268.0,275.0,18.7,1259.0,167.0,519.0,62.0,2114.0,1410.0,26.0,55.8,1.8536,2.2,1.2,0.7,2.5,47.0,42.0,34.0,42.0,8,1,8
2004-08-10 09:00:00,2.6,1238.0,275.0,14.8,1144.0,188.0,565.0,81.0,1939.0,1433.0,28.5,48.5,1.8607,2.9,2.2,1.2,2.4,62.0,47.0,42.0,5.0,9,1,8
2004-08-10 10:00:00,2.6,1230.0,275.0,14.5,1133.0,164.0,604.0,90.0,1909.0,1413.0,33.6,35.7,1.8229,2.6,2.9,2.2,1.4,81.0,62.0,47.0,39.0,10,1,8
2004-08-10 11:00:00,2.2,1161.0,275.0,12.7,1074.0,128.0,646.0,95.0,1777.0,1206.0,36.5,28.9,1.7359,2.6,2.6,2.9,1.2,90.0,81.0,62.0,39.0,11,1,8
2004-08-10 12:00:00,1.5,1048.0,275.0,9.2,949.0,88.0,764.0,86.0,1607.0,831.0,39.0,23.7,1.6346,2.2,2.6,2.6,1.6,95.0,90.0,81.0,71.0,12,1,8
2004-08-10 13:00:00,0.9,929.0,275.0,4.8,752.0,51.0,955.0,64.0,1385.0,544.0,38.8,23.7,1.6093,1.5,2.2,2.6,1.4,86.0,95.0,90.0,65.0,13,1,8
2004-08-10 14:00:00,1.0,950.0,275.0,5.4,783.0,52.0,914.0,62.0,1443.0,525.0,38.0,24.0,1.5686,0.9,1.5,2.2,1.2,64.0,86.0,95.0,71.0,14,1,8
2004-08-10 15:00:00,1.1,1013.0,275.0,7.2,864.0,59.0,819.0,75.0,1544.0,644.0,40.5,23.3,1.7416,1.0,0.9,1.5,1.5,62.0,64.0,86.0,72.0,15,1,8
2004-08-10 16:00:00,1.2,1034.0,275.0,6.7,845.0,67.0,841.0,88.0,1566.0,702.0,39.8,25.4,1.8213,1.1,1.0,0.9,1.4,75.0,62.0,64.0,76.0,16,1,8
2004-08-10 17:00:00,1.8,1082.0,275.0,9.7,965.0,105.0,760.0,126.0,1649.0,844.0,39.6,23.3,1.6535,1.2,1.1,1.0,1.5,88.0,75.0,62.0,75.0,17,1,8
2004-08-10 18:00:00,1.8,1110.0,275.0,10.9,1012.0,91.0,720.0,96.0,1725.0,905.0,38.8,24.7,1.6772,1.8,1.2,1.1,1.7,126.0,88.0,75.0,86.0,18,1,8
2004-08-10 19:00:00,1.7,1118.0,275.0,10.6,999.0,69.0,706.0,79.0,1766.0,878.0,34.7,35.9,1.9528,1.8,1.8,1.2,2.2,96.0,126.0,88.0,96.0,19,1,8
2004-08-10 20:00:00,1.7,1136.0,275.0,9.7,967.0,65.0,703.0,67.0,1801.0,927.0,32.3,43.6,2.07,1.7,1.8,1.8,1.9,79.0,96.0,126.0,95.0,20,1,8
2004-08-10 21:00:00,1.6,1106.0,275.0,8.6,924.0,58.0,725.0,62.0,1757.0,910.0,30.7,48.1,2.0821,1.7,1.7,1.8,1.6,67.0,79.0,96.0,74.0,21,1,8
2004-08-10 22:00:00,1.7,1151.0,275.0,10.2,984.0,67.0,678.0,64.0,1823.0,1024.0,29.5,50.6,2.0492,1.6,1.7,1.7,1.5,62.0,67.0,79.0,76.0,22,1,8
2004-08-10 23:00:00,1.8,1144.0,275.0,10.5,997.0,64.0,669.0,63.0,1816.0,1021.0,28.8,52.0,2.0297,1.7,1.6,1.7,1.4,64.0,62.0,67.0,66.0,23,1,8
2004-08-11 00:00:00,1.5,1118.0,275.0,8.8,930.0,65.0,697.0,60.0,1748.0,1027.0,28.2,55.0,2.0697,1.8,1.7,1.6,1.0,63.0,64.0,62.0,49.0,0,2,8
2004-08-11 01:00:00,1.2,1066.0,275.0,6.6,839.0,47.0,740.0,49.0,1700.0,993.0,27.2,59.1,2.0997,1.5,1.8,1.7,0.7,60.0,63.0,64.0,29.0,1,2,8
2004-08-11 02:00:00,0.8,991.0,275.0,5.3,778.0,29.0,797.0,36.0,1665.0,910.0,26.7,60.7,2.0977,1.2,1.5,1.8,0.5,49.0,60.0,63.0,11.0,2,2,8
2004-08-11 03:00:00,0.5,906.0,275.0,3.0,650.0,22.5,961.0,30.0,1581.0,768.0,26.9,60.3,2.1074,0.8,1.2,1.5,0.5,36.0,49.0,60.0,18.0,3,2,8
2004-08-11 04:00:00,0.5,903.0,275.0,3.2,662.0,16.0,932.0,24.0,1590.0,760.0,26.4,61.6,2.0931,0.5,0.8,1.2,0.5,30.0,36.0,49.0,25.0,4,2,8
2004-08-11 05:00:00,0.7,941.0,275.0,3.5,685.0,50.0,895.0,32.0,1632.0,834.0,25.9,63.6,2.102,0.5,0.5,0.8,0.7,24.0,30.0,36.0,34.0,5,2,8
2004-08-11 06:00:00,1.1,1074.0,275.0,7.2,866.0,78.0,717.0,42.0,1768.0,1075.0,26.1,63.7,2.117,0.7,0.5,0.5,1.2,32.0,24.0,30.0,42.0,6,2,8
2004-08-11 07:00:00,1.4,1114.0,275.0,9.5,958.0,89.0,663.0,42.0,1836.0,1167.0,26.8,60.5,2.1008,1.1,0.7,0.5,2.2,42.0,32.0,24.0,47.0,7,2,8
2004-08-11 08:00:00,1.7,1162.0,275.0,11.1,1019.0,97.0,622.0,51.0,1904.0,1178.0,27.9,56.5,2.0895,1.4,1.1,0.7,2.9,42.0,42.0,32.0,62.0,8,2,8
2004-08-11 09:00:00,1.8,1165.0,275.0,9.7,967.0,93.0,651.0,58.0,1825.0,1120.0,29.8,51.1,2.1054,1.7,1.4,1.1,2.6,51.0,42.0,42.0,81.0,9,2,8
2004-08-11 10:00:00,1.8,1179.0,275.0,9.5,957.0,105.0,680.0,67.0,1819.0,1131.0,33.6,41.0,2.0995,1.8,1.7,1.4,2.6,58.0,51.0,42.0,90.0,10,2,8
2004-08-11 11:00:00,1.7,1144.0,275.0,8.3,913.0,89.0,715.0,68.0,1782.0,972.0,35.1,38.1,2.1144,1.8,1.8,1.7,2.2,67.0,58.0,51.0,95.0,11,2,8
2004-08-11 12:00:00,1.3,1066.0,275.0,6.0,813.0,63.0,792.0,56.0,1657.0,764.0,36.2,34.9,2.0578,1.7,1.8,1.8,1.5,68.0,67.0,58.0,86.0,12,2,8
2004-08-11 13:00:00,1.3,1056.0,275.0,5.8,802.0,52.0,824.0,47.0,1620.0,670.0,38.0,30.7,2.0022,1.3,1.7,1.8,0.9,56.0,68.0,67.0,64.0,13,2,8
2004-08-11 14:00:00,1.0,995.0,275.0,5.1,769.0,48.0,882.0,46.0,1576.0,615.0,36.6,30.8,1.8617,1.3,1.3,1.7,1.0,47.0,56.0,68.0,62.0,14,2,8
2004-08-11 15:00:00,1.0,967.0,275.0,4.5,740.0,50.0,926.0,50.0,1526.0,557.0,38.8,25.4,1.7282,1.0,1.3,1.3,1.1,46.0,47.0,56.0,75.0,15,2,8
2004-08-11 16:00:00,1.4,1048.0,275.0,6.6,839.0,80.0,845.0,65.0,1607.0,700.0,38.7,25.8,1.7426,1.0,1.0,1.3,1.2,50.0,46.0,47.0,88.0,16,2,8
2004-08-11 17:00:00,1.6,1092.0,275.0,8.0,901.0,78.0,777.0,69.0,1691.0,734.0,37.4,29.9,1.8848,1.4,1.0,1.0,1.8,65.0,50.0,46.0,126.0,17,2,8
2004-08-11 18:00:00,1.4,1056.0,275.0,7.6,883.0,64.0,799.0,63.0,1672.0,684.0,36.2,31.1,1.8371,1.6,1.4,1.0,1.8,69.0,65.0,50.0,96.0,18,2,8
2004-08-11 19:00:00,1.7,1100.0,275.0,10.1,982.0,84.0,720.0,69.0,1760.0,823.0,33.8,34.5,1.7788,1.4,1.6,1.4,1.7,63.0,69.0,65.0,79.0,19,2,8
2004-08-11 20:00:00,1.4,1057.0,275.0,7.8,890.0,72.0,778.0,57.0,1701.0,801.0,31.4,40.7,1.8377,1.7,1.4,1.6,1.7,69.0,63.0,69.0,67.0,20,2,8
2004-08-11 21:00:00,1.5,1068.0,275.0,8.4,917.0,70.0,736.0,59.0,1728.0,916.0,30.8,45.0,1.9733,1.4,1.7,1.4,1.6,57.0,69.0,63.0,62.0,21,2,8
2004-08-11 22:00:00,1.4,1050.0,275.0,7.7,887.0,59.0,770.0,54.0,1696.0,820.0,29.4,50.0,2.0181,1.5,1.4,1.7,1.7,59.0,57.0,69.0,64.0,22,2,8
2004-08-11 23:00:00,1.5,1074.0,275.0,7.6,884.0,63.0,764.0,57.0,1726.0,838.0,28.1,54.1,2.029,1.4,1.5,1.4,1.8,54.0,59.0,57.0,63.0,23,2,8
2004-08-12 00:00:00,1.6,1053.0,275.0,7.9,895.0,58.0,745.0,46.0,1727.0,882.0,27.3,57.8,2.0646,1.5,1.4,1.5,1.5,57.0,54.0,59.0,60.0,0,3,8
2004-08-12 01:00:00,1.2,1003.0,275.0,6.3,825.0,68.0,794.0,65.0,1716.0,801.0,26.7,60.6,2.0942,1.6,1.5,1.4,1.2,46.0,57.0,54.0,49.0,1,3,8
2004-08-12 02:00:00,0.9,933.0,275.0,3.8,701.0,57.0,906.0,62.0,1638.0,690.0,25.9,64.5,2.1247,1.2,1.6,1.5,0.8,65.0,46.0,57.0,36.0,2,3,8
2004-08-12 03:00:00,0.6,869.0,275.0,2.4,614.0,36.0,1001.0,43.5,1565.0,674.0,25.6,63.5,2.0566,0.9,1.2,1.6,0.5,62.0,65.0,46.0,30.0,3,3,8
2004-08-12 04:00:00,0.6499999999999999,864.0,275.0,2.5,617.0,15.0,1027.0,25.0,1561.0,622.0,26.7,61.0,2.101,0.6,0.9,1.2,0.5,43.5,62.0,65.0,24.0,4,3,8
2004-08-12 05:00:00,0.7,931.0,275.0,4.2,721.0,47.0,888.0,37.0,1651.0,799.0,25.8,64.6,2.1195,0.6499999999999999,0.6,0.9,0.7,25.0,43.5,62.0,32.0,5,3,8
2004-08-12 06:00:00,0.7,921.0,275.0,4.5,738.0,39.0,893.0,41.0,1623.0,818.0,26.5,60.6,2.063,0.7,0.6499999999999999,0.6,1.1,37.0,25.0,43.5,42.0,6,3,8
2004-08-12 07:00:00,1.7,1139.0,275.0,11.0,1013.0,87.0,672.0,60.0,1932.0,1034.0,26.4,61.7,2.0929,0.7,0.7,0.6499999999999999,1.4,41.0,37.0,25.0,42.0,7,3,8
2004-08-12 08:00:00,2.2,1205.0,275.0,14.1,1118.0,122.0,585.0,65.0,2019.0,1189.0,27.5,60.1,2.1719,1.7,0.7,0.7,1.7,60.0,41.0,37.0,51.0,8,3,8
2004-08-12 09:00:00,1.9,1126.0,275.0,9.5,957.0,122.0,694.0,71.0,1841.0,1034.0,29.4,53.1,2.1362,2.2,1.7,0.7,1.8,65.0,60.0,41.0,58.0,9,3,8
2004-08-12 10:00:00,1.5,1066.0,275.0,6.9,855.0,101.0,803.0,61.0,1712.0,929.0,33.4,39.9,2.0177,1.9,2.2,1.7,1.8,71.0,65.0,60.0,67.0,10,3,8
2004-08-12 11:00:00,1.6,1069.0,275.0,7.2,867.0,92.0,785.0,65.0,1717.0,880.0,33.2,39.2,1.9642,1.5,1.9,2.2,1.7,61.0,71.0,65.0,68.0,11,3,8
2004-08-12 12:00:00,1.3,975.0,275.0,5.5,788.0,70.0,851.0,54.0,1629.0,701.0,34.5,35.1,1.8856,1.6,1.5,1.9,1.3,65.0,61.0,71.0,56.0,12,3,8
2004-08-12 13:00:00,1.1,955.0,275.0,5.1,766.0,58.0,898.0,58.0,1597.0,620.0,37.1,30.5,1.8962,1.3,1.6,1.5,1.3,54.0,65.0,61.0,47.0,13,3,8
2004-08-12 14:00:00,1.0,949.0,275.0,5.0,764.0,44.0,898.0,56.0,1579.0,573.0,35.9,32.1,1.8697,1.1,1.3,1.6,1.0,58.0,54.0,65.0,46.0,14,3,8
2004-08-12 15:00:00,1.0,941.0,275.0,5.6,792.0,44.0,897.0,60.0,1582.0,544.0,37.3,28.0,1.7537,1.0,1.1,1.3,1.0,56.0,58.0,54.0,50.0,15,3,8
2004-08-12 16:00:00,1.1,942.0,275.0,5.7,800.0,52.0,877.0,69.0,1567.0,581.0,38.1,26.3,1.7252,1.0,1.0,1.1,1.4,60.0,56.0,58.0,65.0,16,3,8
2004-08-12 17:00:00,1.3,974.0,275.0,7.0,855.0,53.0,836.0,67.0,1607.0,610.0,37.1,27.2,1.6844,1.1,1.0,1.0,1.6,69.0,60.0,56.0,69.0,17,3,8
2004-08-12 18:00:00,1.5,1012.0,275.0,8.1,904.0,65.0,794.0,79.0,1653.0,695.0,35.2,31.2,1.7485,1.3,1.1,1.0,1.4,67.0,69.0,60.0,63.0,18,3,8
2004-08-12 19:00:00,1.6,1017.0,275.0,8.7,929.0,67.0,772.0,86.0,1702.0,709.0,32.1,38.7,1.819,1.5,1.3,1.1,1.7,79.0,67.0,69.0,69.0,19,3,8
2004-08-12 20:00:00,1.5,1006.0,275.0,7.9,896.0,67.0,797.0,79.0,1697.0,736.0,30.3,45.1,1.9129,1.6,1.5,1.3,1.4,86.0,79.0,67.0,57.0,20,3,8
2004-08-12 21:00:00,1.3,1008.0,275.0,7.5,878.0,53.0,792.0,67.0,1691.0,722.0,29.3,50.2,2.0127,1.5,1.6,1.5,1.5,79.0,86.0,79.0,59.0,21,3,8
2004-08-12 22:00:00,1.2,989.0,275.0,6.0,814.0,53.0,845.0,65.0,1657.0,680.0,28.6,53.7,2.0691,1.3,1.5,1.6,1.4,67.0,79.0,86.0,54.0,22,3,8
2004-08-12 23:00:00,1.6,1080.0,275.0,8.5,920.0,60.0,739.0,67.0,1761.0,772.0,27.8,57.4,2.1107,1.2,1.3,1.5,1.5,65.0,67.0,79.0,57.0,23,3,8
2004-08-13 00:00:00,1.4,1033.0,275.0,7.0,856.0,60.0,774.0,62.0,1736.0,769.0,27.4,59.4,2.1395,1.6,1.2,1.3,1.6,67.0,65.0,67.0,46.0,0,4,8
2004-08-13 01:00:00,1.1,968.0,275.0,5.6,794.0,39.0,836.0,48.0,1688.0,654.0,27.2,59.3,2.1059,1.4,1.6,1.2,1.2,62.0,67.0,65.0,65.0,1,4,8
2004-08-13 02:00:00,0.7,853.0,275.0,2.6,626.0,22.0,1045.0,33.0,1557.0,516.0,26.7,61.0,2.1005,1.1,1.4,1.6,0.9,48.0,62.0,67.0,62.0,2,4,8
2004-08-13 03:00:00,0.4,810.0,275.0,1.5,544.0,14.5,1264.0,22.0,1485.0,447.0,26.0,62.7,2.0737,0.7,1.1,1.4,0.6,33.0,48.0,62.0,43.5,3,4,8
2004-08-13 04:00:00,0.5,817.0,275.0,1.7,558.0,7.0,1232.0,11.0,1485.0,452.0,25.4,63.1,2.0184,0.4,0.7,1.1,0.6499999999999999,22.0,33.0,48.0,25.0,4,4,8
2004-08-13 05:00:00,0.5,840.0,275.0,2.0,586.0,25.0,1154.0,34.0,1499.0,492.0,26.1,60.3,2.012,0.5,0.4,0.7,0.7,11.0,22.0,33.0,37.0,5,4,8
2004-08-13 06:00:00,0.8,940.0,275.0,4.0,709.0,47.0,956.0,52.0,1641.0,588.0,25.2,67.1,2.1164,0.5,0.5,0.4,0.7,34.0,11.0,22.0,41.0,6,4,8
2004-08-13 07:00:00,1.6,1076.0,275.0,8.6,924.0,101.0,720.0,80.0,1806.0,909.0,26.0,61.9,2.0511,0.8,0.5,0.5,1.7,52.0,34.0,11.0,60.0,7,4,8
2004-08-13 08:00:00,1.6,1086.0,275.0,10.1,981.0,100.0,688.0,86.0,1818.0,1007.0,27.0,57.5,2.0183,1.6,0.8,0.5,2.2,80.0,52.0,34.0,65.0,8,4,8
2004-08-13 09:00:00,1.4,1031.0,275.0,8.7,929.0,79.0,759.0,77.0,1722.0,809.0,30.5,44.4,1.9076,1.6,1.6,0.8,1.9,86.0,80.0,52.0,71.0,9,4,8
2004-08-13 10:00:00,1.5,1016.0,275.0,7.9,896.0,91.0,766.0,93.0,1704.0,820.0,33.4,35.1,1.781,1.4,1.6,1.6,1.5,77.0,86.0,80.0,61.0,10,4,8
2004-08-13 11:00:00,1.2,953.0,275.0,5.8,801.0,83.0,868.0,109.0,1573.0,657.0,35.7,29.0,1.6716,1.5,1.4,1.6,1.6,93.0,77.0,86.0,65.0,11,4,8
2004-08-13 12:00:00,1.1,918.0,275.0,5.3,779.0,65.0,896.0,89.0,1537.0,551.0,35.8,27.7,1.6041,1.2,1.5,1.4,1.3,109.0,93.0,77.0,54.0,12,4,8
2004-08-13 13:00:00,0.8,892.0,275.0,4.2,724.0,55.0,971.0,71.0,1490.0,511.0,36.3,27.4,1.6264,1.1,1.2,1.5,1.1,89.0,109.0,93.0,58.0,13,4,8
2004-08-13 14:00:00,0.7,841.0,275.0,3.3,673.0,40.0,1061.0,56.0,1394.0,451.0,33.6,28.8,1.4695,0.8,1.1,1.2,1.0,71.0,89.0,109.0,56.0,14,4,8
2004-08-13 15:00:00,0.7,799.0,275.0,4.0,709.0,48.0,1078.0,68.0,1332.0,462.0,35.2,20.5,1.1418,0.7,0.8,1.1,1.0,56.0,71.0,89.0,60.0,15,4,8
2004-08-13 16:00:00,0.7,838.0,275.0,4.3,726.0,46.0,1056.0,61.0,1382.0,440.0,35.0,22.4,1.2371,0.7,0.7,0.8,1.1,68.0,56.0,71.0,69.0,16,4,8
2004-08-13 17:00:00,1.0,870.0,275.0,4.6,745.0,54.0,998.0,70.0,1400.0,472.0,34.0,25.2,1.314,0.7,0.7,0.7,1.3,61.0,68.0,56.0,67.0,17,4,8
2004-08-13 18:00:00,1.0,892.0,275.0,5.1,771.0,55.0,965.0,76.0,1465.0,494.0,32.0,28.2,1.3204,1.0,0.7,0.7,1.5,70.0,61.0,68.0,79.0,18,4,8
2004-08-13 19:00:00,1.2,926.0,275.0,5.9,805.0,60.0,901.0,78.0,1511.0,524.0,29.4,34.4,1.3899,1.0,1.0,0.7,1.6,76.0,70.0,61.0,86.0,19,4,8
2004-08-13 20:00:00,1.1,919.0,275.0,5.7,796.0,62.0,870.0,80.0,1538.0,560.0,28.1,41.1,1.535,1.2,1.0,1.0,1.5,78.0,76.0,70.0,79.0,20,4,8
2004-08-13 21:00:00,1.0,932.0,275.0,4.7,746.0,51.0,912.0,71.0,1528.0,534.0,26.9,47.5,1.6595,1.1,1.2,1.0,1.3,80.0,78.0,76.0,67.0,21,4,8
2004-08-13 22:00:00,1.2,957.0,275.0,5.1,767.0,57.0,867.0,74.0,1534.0,577.0,26.6,50.4,1.724,1.0,1.1,1.2,1.2,71.0,80.0,78.0,65.0,22,4,8
2004-08-13 23:00:00,1.4,994.0,275.0,5.9,806.0,72.0,830.0,90.0,1580.0,674.0,25.9,52.9,1.7478,1.2,1.0,1.1,1.6,74.0,71.0,80.0,67.0,23,4,8
2004-08-14 00:00:00,1.3,984.0,275.0,5.6,795.0,63.0,838.0,78.0,1570.0,676.0,25.4,54.6,1.7483,1.4,1.2,1.0,1.4,90.0,74.0,71.0,62.0,0,5,8
2004-08-14 01:00:00,1.0,919.0,275.0,4.5,737.0,49.0,899.0,63.0,1534.0,611.0,25.1,55.7,1.7471,1.3,1.4,1.2,1.1,78.0,90.0,74.0,48.0,1,5,8
2004-08-14 02:00:00,0.6,847.0,275.0,2.5,618.0,30.0,1075.0,42.0,1442.0,529.0,25.1,55.3,1.733,1.0,1.3,1.4,0.7,63.0,78.0,90.0,33.0,2,5,8
2004-08-14 03:00:00,0.4,802.0,275.0,1.7,559.0,24.0,1232.0,34.5,1414.0,478.0,25.0,56.0,1.7428,0.6,1.0,1.3,0.4,42.0,63.0,78.0,22.0,3,5,8
2004-08-14 04:00:00,0.4,795.0,275.0,1.8,569.0,18.0,1178.0,27.0,1426.0,497.0,25.2,55.0,1.7405,0.4,0.6,1.0,0.5,34.5,42.0,63.0,11.0,4,5,8
2004-08-14 05:00:00,0.4,809.0,275.0,1.9,578.0,22.0,1170.0,29.0,1445.0,513.0,25.6,53.5,1.7291,0.4,0.4,0.6,0.5,27.0,34.5,42.0,34.0,5,5,8
2004-08-14 06:00:00,0.5,835.0,275.0,2.6,626.0,39.0,1088.0,41.0,1471.0,563.0,24.7,55.9,1.7114,0.4,0.4,0.4,0.8,29.0,27.0,34.5,52.0,6,5,8
2004-08-14 07:00:00,1.1,967.0,275.0,6.3,826.0,68.0,821.0,61.0,1639.0,822.0,24.0,57.2,1.6835,0.5,0.4,0.4,1.6,41.0,29.0,27.0,80.0,7,5,8
2004-08-14 08:00:00,1.2,969.0,275.0,6.8,849.0,84.0,800.0,68.0,1626.0,890.0,25.0,53.2,1.663,1.1,0.5,0.4,1.6,61.0,41.0,29.0,86.0,8,5,8
2004-08-14 09:00:00,0.9,913.0,275.0,4.7,749.0,54.0,911.0,58.0,1535.0,742.0,28.0,43.4,1.6162,1.2,1.1,0.5,1.4,68.0,61.0,41.0,77.0,9,5,8
2004-08-14 10:00:00,0.9,933.0,275.0,4.7,748.0,51.0,948.0,52.0,1551.0,629.0,31.6,35.5,1.6269,0.9,1.2,1.1,1.5,58.0,68.0,61.0,93.0,10,5,8
